v1,v2,v3,v4,v5
ham,Water logging in desert. Geoenvironmental implications.,El agua en el desierto: implicaciones geoambientales.,,
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,Raji..pls me hacen un favor. Pls transmiten mis deseos de cumpleaños a Nimya. Pls. Hoy es su cumpleaños.,,
ham,Company is very good.environment is terrific and food is really nice:),El ambiente es maravilloso y la comida es muy buena :),,
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ","Muy extraño. y están viendo el 2o ahora pero estoy en la cama. dulces sueños, miss u",,
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,SMS AUCTION - Un NUEVO BRAND Nokia 7250 está en 4 subasta hoy!,,
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ","Hola espero que ambos estén bien, él dijo que iba a escribir y no lo ha hecho, has visto a él, déjame bajar suavemente por favor",,
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",¡Bebe! yo también te amo! ¡Sabes! Fuck es tan bueno escuchar tu voz.,,
ham,K sure am in my relatives home. Sms me de. Pls:-),Estoy seguro de que estoy en casa de mis familiares.Sms me de. pls :-),,
ham,I sent them. Do you like?,Te lo he enviado. ¿Te gusta?,,
ham,"Fuuuuck I need to stop sleepin, sup","Fuuck Necesito dejar de dormir, sopa",,
ham,I'm in town now so i'll jus take mrt down later.,"Estoy en la ciudad ahora, así que voy a tomar MRT más tarde.",,
ham,I just cooked a rather nice salmon a la you,Acabo de cocinar un buen salmón a la tuya,,
ham,I uploaded mine to Facebook,He subido la mía a Facebook,,
ham,WHAT TIME U WRKIN?,¿Cuál es el horario de la hora?,,
ham,Okie,OKI,,
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,ree entrada en 2 una comp semanal para una oportunidad de ganar un ipod. Txt POD a 80182 para obtener la entrada (std txt rat,,
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,Nuestros registros indican que usted puede tener derecho a 5.000 libras en compensación por el Accidente que tuvo.,,
ham,"Sorry, I'll call later","Perdón, te llamaré más tarde",,
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,Oh oh... Den muz change plan liao... Go back have to yan jiu...,,
ham,"It's wylie, you in tampa or sarasota?","¿Es wylie, tú en tampa o sarasota?",,
ham,Ok... Take ur time n enjoy ur dinner...,Toma el tiempo y disfruta de la cena...,,
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,Darren estaba diciendo que si te reencuentras con la ge den nos encontramos con 4 cenas.,,
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ","Spook up your mob con una colección de Halloween de un logotipo y un mensaje de imagen más un tono gratis, txt CA",,
ham,I like cheap! But i���m happy to splash out on the wine if it makes you feel better..,Me gusta barato! pero me alegro de espolvorear el vino si te hace sentir mejor.,,
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,Ella está bien. he tenido problemas con su teléfono. Funciona con el mío. ¿Puedes enviarle otro,,
ham,Ugh my leg hurts. Musta overdid it on mon.,Mi pierna me duele.Musta lo exageró en mon.,,
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,Llama a Alemania por sólo 1 centavo por minuto! Llama desde una línea fija a través del número de acceso 0844 861 85 85. N,,
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",Usted WON! Su 4* Costa Del Sol vacaciones o 5000 espera colección. llamar 09050090044 Ahora aClaim. S,,
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,¿Cuáles son los descuentos estudiantiles que se pueden obtener en los libros?,,
ham,Me fine..absolutly fine,"Estoy bien, absolutamente bien",,
ham,How come she can get it? Should b quite diff to guess rite...,¿Cómo se puede conseguirlo?B. Debería ser bastante diff para adivinar rito...,,
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,¿Había tu móvil 11mths? Actualización para GRATUITO a Orange últimos teléfonos móviles de cámara de color & fin de semana ilimitado,,
ham,I will reach ur home in  &lt;#&gt;  minutes,Me voy a llevar a casa en &lt;#&gt; minutos,,
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !","Babe, te estoy respondiendo, ¿no me ves? Tal vez te gustaría reiniciar YM... tuve la foto...",,
ham,Hi.what you think about match?,"Hola, ¿qué piensas sobre el partido?",,
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop","Sé que estás pensando en la malaria, pero relaja, los niños no pueden manejar la malaria.",,
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.,Dai he descargado pero sólo hay archivo exe que sólo puedo ejecutar ese exe después de instalar.,,
ham,It is only yesterday true true.,Sólo ayer fue verdad.,,
ham,K.k.how is your business now?,K.K. ¿Cómo es tu negocio ahora?,,
ham,3 pa but not selected.,3 y no seleccionados.,,
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,Natalja (25/F) te invita a ser su amiga. Responder Sí-440 o NO-440 Verla: www.SMS.ac/u/nat27,,
ham,I keep ten rs in my shelf:) buy two egg.,Yo tengo diez rs en mi estantería :) Compra dos huevos.,,
ham,I am late. I will be there at,"Estoy tarde, estaré allí",,
ham,Well thats nice. Too bad i cant eat it,"Bueno, eso es bueno, demasiado malo, no puedo comerlo",,
ham,I accidentally brought em home in the box,Te llevo accidentalmente a casa en la caja,,
ham,Pls she needs to dat slowly or she will vomit more.,Pls ella necesita datar lentamente o ella vomitará más.,,
ham,I have to take exam with in march 3,Tengo que tomar el examen con el 3 de marzo,,
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)","Jane babes no goin 2 wrk, sentirse enfermo después de lst nite. Foned en ya cubrir 4 me chuck.:-)",,
ham,5 nights...We nt staying at port step liao...Too ex,5 noches...No nos quedamos en el puerto paso liao...Too ex,,
ham,If I die I want u to have all my stuffs.,"Si muero, quiero que tengas todas mis cosas.",,
ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",JUSBOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEARS. SPINOUT! GIV U DA GOSSIP,,
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,Sonríe en el placer Sonríe en el dolor Sonríe en el dolor Sonríe en el dolor Sonríe en el placer Sonríe en el placer Sonríe en el dolor Alguien sigue amando verte Sonríe!!,,
ham,Prabha..i'm soryda..realy..frm heart i'm sory,Prabha..i'm soryda..realy..frm corazón i'm sory,,
ham,I re-met alex nichols from middle school and it turns out he's dealing!,Me reencuentro con Alex Nichols de la escuela secundaria y resulta que está tratando!,,
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,PRIVADO! Su declaración de cuenta de 2003 para <fone no> muestra 800 puntos S. I. M. no rescatados. llamar 08715,,
ham,It means u could not keep ur words.,Significa que no puedes mantener las palabras.,,
ham,"Nope, I'm still in the market","Nope, todavía estoy en el mercado",,
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,Me doy cuenta de que eres un tipo ocupado y estoy tratando de no ser una molestia.Tengo que hacer algunos exámenes fuera de la escuela.,,
spam,YOU ARE CHOSEN TO RECEIVE A �350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,Usted está escogido para recibir un premio 350! Pls llame al número de reclamación 09066364311 para recoger su whic premio,,
ham,Hey what how about your project. Started aha da.,¿Qué tal ha comenzado su proyecto? ¿cómo ha comenzado?,,
ham,Ok cool. See ya then.,"Es cool, ya lo veo.",,
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,Estoy en el sitio uworld. ¿estoy comprando el qbank solo o estoy comprándolo con la autoevaluación también?,,
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,¿Tu opinión sobre mí? 1. sobre 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl personaje 7. No maduro 8. Estiloso 9. Simple Pls responder..,,
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,Alguien que usted conoce está tratando de ponerse en contacto con usted a través de nuestro servicio de citas!,,
ham,Yeah I can still give you a ride,"Sí, todavía puedo darte un paseo",,
ham,"Jay wants to work out first, how's 4 sound?","Jay quiere trabajar primero, ¿cómo es el sonido de 4?",,
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt","Dios mío, Dios mío, Dios mío, Dios mío, Dios mío",,
ham,Its a part of checking IQ,Es parte de la verificación del IQ,,
ham,Hmm thinking lor...,Pensando en ellos...,,
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,Por supuesto! no me tease... Usted sabe que sólo tengo que ver! *grins*... Do keep me posted my prey..,,
ham,thanks for the temales it was wonderful. Thank. Have a great week.,"Muchas gracias por el trabajo, ha sido maravilloso.¡Gracias por la semana!",,
ham,Thank you princess! I want to see your nice juicy booty...,¡Gracias princesa!Quiero ver tu bonita booty suculenta...,,
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,No he comido todo el día.Estoy sentado aquí mirando a esta pizza jugosa y no puedo comerla.,,
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,¡Buenos sueños! 8¡Buenos sueños! 8¡Buenos sueños!,,
ham,U come n search tat vid..not finishd..,U come n search tat vid...no termind...,,
ham,"K I'm leaving soon, be there a little after 9","K, me voy pronto, estar allí un poco después de las 9",,
spam,Urgent! Please call 09061213237 from a landline. �5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,"Urgente! Por favor, llame al 09061213237 desde una línea fija. 5000 en efectivo o una recogida de vacaciones de 4*.",,
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!","Sí, el trabajo está bien, comenzó la semana pasada, todas las mismas cosas como antes, aburrido pero fácil y los chicos se divierten!",,
ham,You do your studies alone without anyones help. If you cant no need to study.,Usted hace sus estudios solo sin ayuda de aniones.Si no tiene necesidad de estudiar.,,
ham,Please tell me not all of my car keys are in your purse,"Por favor, dime que no todas mis llaves de coche están en tu bolsa",,
ham,I didnt get anything da,Yo no tengo nada de eso,,
ham,Ok... Sweet dreams...,Los dulces sueños...,,
ham,Well she's in for a big surprise!,"Bueno, ella está en para una gran sorpresa!",,
ham,"As usual..iam fine, happy &amp; doing well..:)","Como de costumbre...am fine, happy &amp; haciendo bien. :)",,
ham,1 in cbe. 2 in chennai.,1 en cbe. 2 en chennai.,,
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,Puede ayudarle a saltar tomándolo desde donde quiera que otros pájaros se encuentren si lo desea.,,
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,Si alguien llama por un corredor dice que lo comprará. Asegúrese de que funcione. he encontrado un anuncio en Craigslis,,
ham,I absolutely LOVE South Park! I only recently started watching the office.,¡Amo South Park! recientemente empecé a ver la oficina.,,
ham,Did you see that film:),¿Has visto la película? :),,
ham,Pls speak with me. I wont ask anything other then you friendship.,Pls habla conmigo. no pido nada más que tú amistad.,,
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person","Storming msg: Wen u lift d phne, u say \HELLO\"" ¿no u knw wt es d real significado de HELLO??.... Es d nombre de una chica...!.... Sí.. Y u knw quien es dat girl?? \""Margaret Hello\"" Ella es d girlfrnd f Grahmbell quien inventó el teléfono...... Moral:Se puede 4get d nombre de una persona",,
